28,41,28+27+2+1+39+40+41,10.5,
28,53,28+27+2+1+39+40+41+53,10.5,
28,42,28+27+2+1+39+40+41+53+21+42,12.5,
28,54,28+27+2+1+39+40+41+53+21+42+46+42+54,17.9,
28,55,28+27+2+1+39+40+41+53+21+42+46+42+54+55,22.9,
28,43,28+27+2+1+39+40+41+53+21+42+46+42+54+43,19.8,
28,48,28+29+30+31+32+48,10.5,
28,49,28+29+30+31+32+48+49,10.5,
28,50,28+29+30+31+32+48+49+50,12.5,
28,51,28+29+30+31+32+48+49+50+51,12.5,
28,52,28+29+30+31+32+48+49+50+51+52,12.5,
28,57,28+29+30+31+32+48+49+50+57,12.5,
28,120,28+27+2+3+80+111+53+20+114+115+116+117+118+119+120,24.1,
28,119,28+27+2+3+80+111+53+20+114+115+116+117+118+119,24.1,
28,118,28+27+2+3+80+111+53+20+114+115+116+117+118,24.1,
28,117,28+27+2+3+80+111+53+20+114+115+116+117,24.1,
28,116,28+27+2+3+80+111+53+20+114+115+116,24.1,
28,115,28+27+2+3+80+111+53+20+114+115,23,
28,114,28+27+2+3+80+111+53+20+114,14.3,
28,111,28+27+2+3+80+111,10.5,
28,78,28+27+2+3+4+5+6+16+7+8+67+68+69+71+72+73+74+75+78,43,76.5
28,76,28+27+2+3+4+5+6+16+7+8+67+68+69+71+72+73+74+75+76,43,76.5
28,75,28+27+2+3+4+5+6+16+7+8+67+68+69+71+72+73+74+75,17.9,26.8
30,99,30+29+28+27+2+3+4+5+6+16+7+8+67+96+97+98+99,16.3,21.7
30,100,30+29+28+27+2+3+4+5+6+16+7+8+67+96+97+98+99+100,18.6,24
30,101,30+29+28+27+2+3+4+5+6+16+7+8+67+96+97+98+99+100+101,18.6,24
30,102,30+29+28+27+2+3+4+5+6+16+7+8+67+96+97+98+99+100+101+102,18.6,24
30,103,30+29+28+27+2+3+4+5+6+16+7+8+67+96+97+98+99+100+101+102+103,18.6,24
30,39,30+29+28+27+2+1+39,4.9,
30,40,30+29+28+27+2+1+39+40,10.5,
30,42,30+29+28+27+2+1+39+40+41+53+21+42,12.5,
30,47,30+29+28+27+2+1+44+45+46+47,,
30,56,30+29+28+27+2+1+44+45+46+47+56,,
31,26,31+30+29+28+27+2+1+26,5.9,
31,1,31+30+29+28+27+2+1,5.9,
31,2,31+30+29+28+27+2,5.9,
31,27,31+30+29+28+27,4.9,
31,28,31+30+29+28,4.9,
31,29,31+30+29,4,
31,30,31+30,4,
31,32,31+32,4,
31,33,31+32+33,4,
31,34,31+32+33+34,4.9,
31,35,31+32+33+34+35,4.9,
31,36,31+32+33+34+35+36,5.9,
31,37,31+32+33+34+35+36+37,5.9,
31,3,31+30+29+28+27+2+3,10.5,
31,4,31+30+29+28+27+2+3+4,10.5,
31,5,31+30+29+28+27+2+3+4+5,10.5,
31,6,31+30+29+28+27+2+3+4+5+6,10.5,
31,16,31+30+29+28+27+2+3+4+5+6+16,12.5,
31,17,31+30+29+28+27+2+3+4+5+6+16+17,12.5,
31,18,31+30+29+28+27+2+3+4+5+6+16+17+18,12.5,
31,19,31+30+29+28+27+2+3+4+5+6+16+17+18+19,12.5,
31,20,31+30+29+28+27+2+3+4+5+6+16+17+18+19+20,12.5,
31,21,31+30+29+28+27+2+1+39+40+41+53+21,12.5,
31,22,31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22,12.5,
31,23,31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23,12.5,
31,24,31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23+24,12.5,
31,25,31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23+24+25,12.5,
31,7,31+30+29+28+27+2+3+4+5+6+16+7,12.5,
31,8,31+32+48+38+15+14+13+12+11+10+9+8,12.5,
31,9,31+32+48+38+15+14+13+12+11+10+9,12.5,
31,10,31+32+48+38+15+14+13+12+11+10,10.5,
31,11,31+32+48+38+15+14+13+12+11,10.5,
31,12,31+32+48+38+15+14+13+12,10.5,
31,13,31+32+48+38+15+14+13,10.5,
31,14,31+32+48+38+15+14,8.6,
31,15,31+32+48+38+15,8.6,
31,38,31+32+48+38,8.6,
31,39,31+30+29+28+27+2+1+39,5.9,
31,40,31+30+29+28+27+2+1+39+40,10.5,
31,41,31+30+29+28+27+2+1+39+40+41,10.5,
31,53,31+30+29+28+27+2+1+39+40+41+53,12.5,
31,42,31+30+29+28+27+2+1+39+40+41+53+21+42,12.5,
31,54,31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54,19.8,
31,55,31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54+55,22.9,
31,43,31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54+43,22.9,
31,48,31+32+48,8.6,
31,49,31+32+48+49,10.5,
31,50,31+32+48+49+50,10.5,
31,51,31+32+48+49+50+51,10.5,
31,52,31+32+48+49+50+51+52,10.5,
31,57,31+32+48+49+50+57,10.5,
31,120,31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118+119+120,24.9,
31,119,31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118+119,24.9,
31,118,31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118,24.9,
31,117,31+30+29+28+27+2+3+80+111+53+20+114+115+116+117,24.9,
31,116,31+30+29+28+27+2+3+80+111+53+20+114+115+116,24.9,
31,115,31+30+29+28+27+2+3+80+111+53+20+114+115,24.1,
31,114,31+30+29+28+27+2+3+80+111+53+20+114,14.9,
31,111,31+30+29+28+27+2+3+80+111,10.5,
31,78,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75+78,44.8,78.3
31,76,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75+76,44.8,78.3
31,75,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75,20,28.9
31,74,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74,20,28.9
31,73,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73,18.7,26.6
31,72,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72,18.7,26.6
31,71,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71,16.7,23
31,70,31+32+48+38+15+14+13+12+11+10+9+8+67+68+70,22.9,34.7
31,69,31+32+48+38+15+14+13+12+11+10+9+8+67+68+69,16,21.8
31,68,31+32+48+38+15+14+13+12+11+10+9+8+67+68,15.6,21
31,67,31+32+48+38+15+14+13+12+11+10+9+8+67,15.6,21
31,65,31+32+48+38+15+14+13+12+11+10+9+8+65,12.7,16.1
31,64,31+30+29+28+27+2+3+80+64,11.8,
31,80,31+30+29+28+27+2+3+80,10.5,
31,96,31+32+48+38+15+14+13+12+11+10+9+8+67+96,16.3,21.7
31,97,31+32+48+38+15+14+13+12+11+10+9+8+67+96+97,16.3,21.7
31,98,31+32+48+38+15+14+13+12+11+10+9+8+67+96+97+98,16.3,21.7
31,99,31+32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99,16.3,21.7
31,100,31+32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100,18.6,24
31,101,31+32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100+101,18.6,24
31,102,31+32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100+101+102,18.6,24
31,103,31+32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100+101+102+103,18.6,24
31,39,31+30+29+28+27+2+1+39,5.9,
31,40,31+30+29+28+27+2+1+39+40,10.5,
31,42,31+30+29+28+27+2+1+39+40+41+53+21+42,12.5,
31,47,31+30+29+28+27+2+1+44+45+46+47,,
31,56,31+30+29+28+27+2+1+44+45+46+47+56,,
32,26,32+31+30+29+28+27+2+1+26,5.9,
32,1,32+31+30+29+28+27+2+1,5.9,
32,2,32+31+30+29+28+27+2,5.9,
32,27,32+31+30+29+28+27,5.9,
32,28,32+31+30+29+28,4.9,
32,29,32+31+30+29,4.9,
32,30,32+31+30,4,
32,31,32+31,4,
32,33,32+33,4,
32,34,32+33+34,4,
32,35,32+33+34+35,4.9,
32,36,32+33+34+35+36,4.9,
32,37,32+33+34+35+36+37,5.9,
32,3,32+31+30+29+28+27+2+3,10.5,
32,4,32+31+30+29+28+27+2+3+4,10.5,
32,5,32+31+30+29+28+27+2+3+4+5,10.5,
32,6,32+31+30+29+28+27+2+3+4+5+6,12.5,
32,16,32+31+30+29+28+27+2+3+4+5+6+16,12.5,
32,17,32+31+30+29+28+27+2+3+4+5+6+16+17,12.5,
32,18,32+31+30+29+28+27+2+3+4+5+6+16+17+18,12.5,
32,19,32+31+30+29+28+27+2+3+4+5+6+16+17+18+19,12.5,
32,20,32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20,12.5,
32,21,32+31+30+29+28+27+2+1+39+40+41+53+21,12.5,
32,22,32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22,12.5,
32,23,32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23,12.5,
32,24,32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23+24,12.5,
32,25,32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23+24+25,12.5,
32,7,32+48+38+15+14+13+12+11+10+9+8+7,12.5,
32,8,32+48+38+15+14+13+12+11+10+9+8,12.5,
32,9,32+48+38+15+14+13+12+11+10+9,12.5,
32,10,32+48+38+15+14+13+12+11+10,10.5,
32,11,32+48+38+15+14+13+12+11,10.5,
32,12,32+48+38+15+14+13+12,10.5,
32,13,32+48+38+15+14+13,10.5,
32,14,32+48+38+15+14,8.6,
32,15,32+48+38+15,8.6,
32,38,32+48+38,8.6,
32,39,32+31+30+29+28+27+2+1+39,5.9,
32,40,32+31+30+29+28+27+2+1+39+40,10.5,
32,41,32+31+30+29+28+27+2+1+39+40+41,12.5,
32,53,32+31+30+29+28+27+2+1+39+40+41+53,12.5,
32,42,32+31+30+29+28+27+2+1+39+40+41+53+21+42,12.5,
32,54,32+31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54,19.8,
32,55,32+31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54+55,22.9,
32,43,32+31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54+43,22.9,
32,48,32+48,8.6,
32,49,32+48+49,10.5,
32,50,32+48+49+50,10.5,
32,51,32+48+49+50+51,10.5,
32,52,32+48+49+50+51+52,10.5,
32,57,32+48+49+50+57,10.5,
32,120,32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118+119+120,24.9,
32,119,32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118+119,24.9,
32,118,32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118,24.9,
32,117,32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117,24.9,
32,116,32+31+30+29+28+27+2+3+80+111+53+20+114+115+116,24.9,
32,115,32+31+30+29+28+27+2+3+80+111+53+20+114+115,24.1,
32,114,32+31+30+29+28+27+2+3+80+111+53+20+114,14.9,
32,111,32+31+30+29+28+27+2+3+80+111,10.5,
32,78,32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75+78,44.8,78.3
32,76,32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75+76,44.8,78.3
32,75,32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75,20,28.9
32,74,32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74,20,28.9
32,73,32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73,18.7,26.6
32,72,32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72,18.7,26.6
32,71,32+48+38+15+14+13+12+11+10+9+8+67+68+69+71,16.7,23
32,70,32+48+38+15+14+13+12+11+10+9+8+67+68+70,22.9,34.7
32,69,32+48+38+15+14+13+12+11+10+9+8+67+68+69,16,21.8
32,68,32+48+38+15+14+13+12+11+10+9+8+67+68,15.6,21
32,67,32+48+38+15+14+13+12+11+10+9+8+67,15.6,21
32,65,32+48+38+15+14+13+12+11+10+9+8+65,12.7,16.1
32,64,32+31+30+29+28+27+2+3+80+64,11.8,
32,80,32+31+30+29+28+27+2+3+80,10.5,
32,96,32+48+38+15+14+13+12+11+10+9+8+67+96,16.3,21.7
32,97,32+48+38+15+14+13+12+11+10+9+8+67+96+97,16.3,21.7
32,98,32+48+38+15+14+13+12+11+10+9+8+67+96+97+98,16.3,21.7
32,99,32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99,16.3,21.7
32,100,32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100,18.6,24
32,101,32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100+101,18.6,24
32,102,32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100+101+102,18.6,24
32,103,32+48+38+15+14+13+12+11+10+9+8+67+96+97+98+99+100+101+102+103,18.6,24
32,39,32+31+30+29+28+27+2+1+39,5.9,
32,40,32+31+30+29+28+27+2+1+39+40,10.5,
32,42,32+31+30+29+28+27+2+1+39+40+41+53+21+42,12.5,
32,47,32+31+30+29+28+27+2+1+44+45+46+47,,
32,56,32+31+30+29+28+27+2+1+44+45+46+47+56,,
33,26,33+32+31+30+29+28+27+2+1+26,7.3,
33,1,33+32+31+30+29+28+27+2+1,5.9,
33,2,33+32+31+30+29+28+27+2,5.9,
33,27,33+32+31+30+29+28+27,5.9,
33,28,33+32+31+30+29+28,5.9,
33,29,33+32+31+30+29,4.9,
33,30,33+32+31+30,4.9,
33,31,33+32+31,4,
33,32,33+32,4,
33,34,33+34,4,
33,35,33+34+35,4,
33,36,33+34+35+36,4.9,
33,37,33+34+35+36+37,4.9,
33,3,33+32+31+30+29+28+27+2+3,12.5,
33,4,33+32+31+30+29+28+27+2+3+4,12.5,
33,5,33+32+31+30+29+28+27+2+3+4+5,12.5,
33,6,33+32+31+30+29+28+27+2+3+4+5+6,12.5,
33,16,33+32+31+30+29+28+27+2+3+4+5+6+16,12.5,
33,17,33+32+31+30+29+28+27+2+3+4+5+6+16+17,12.5,
33,18,33+32+31+30+29+28+27+2+3+4+5+6+16+17+18,12.5,
33,19,33+32+31+30+29+28+27+2+3+4+5+6+16+17+18+19,12.5,
33,20,33+32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20,12.5,
33,21,33+32+31+30+29+28+27+2+1+39+40+41+53+21,12.5,
33,22,33+32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22,12.5,
33,23,33+32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23,12.5,
33,24,33+32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23+24,12.5,
33,25,33+32+31+30+29+28+27+2+3+4+5+6+16+17+18+19+20+21+22+23+24+25,12.5,
33,7,33+32+31+30+29+28+27+2+3+4+5+6+16+7,12.5,
33,8,33+32+48+38+15+14+13+12+11+10+9+8,12.5,
33,9,33+32+48+38+15+14+13+12+11+10+9,12.5,
33,10,33+32+48+38+15+14+13+12+11+10,10.5,
33,11,33+32+48+38+15+14+13+12+11,10.5,
33,12,33+32+48+38+15+14+13+12,10.5,
33,13,33+32+48+38+15+14+13,10.5,
33,14,33+32+48+38+15+14,8.6,
33,15,33+32+48+38+15,8.6,
33,38,33+32+48+38,8.6,
33,39,33+32+31+30+29+28+27+2+1+39,5.9,
33,40,33+32+31+30+29+28+27+2+1+39+40,12.5,
33,41,33+32+31+30+29+28+27+2+1+39+40+41,12.5,
33,53,33+32+31+30+29+28+27+2+1+39+40+41+53,12.5,
33,42,33+32+31+30+29+28+27+2+1+39+40+41+53+21+42,12.5,
33,54,33+32+31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54,19.8,
33,55,33+32+31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54+55,22.9,
33,43,33+32+31+30+29+28+27+2+1+39+40+41+53+21+42+46+42+54+43,22.9,
33,48,33+32+48,8.6,
33,49,33+32+48+49,10.5,
33,50,33+32+48+49+50,10.5,
33,51,33+32+48+49+50+51,10.5,
33,52,33+32+48+49+50+51+52,10.5,
33,57,33+32+48+49+50+57,10.5,
33,120,33+32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118+119+120,24.9,
33,119,33+32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118+119,24.9,
33,118,33+32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117+118,24.9,
33,117,33+32+31+30+29+28+27+2+3+80+111+53+20+114+115+116+117,24.9,
33,116,33+32+31+30+29+28+27+2+3+80+111+53+20+114+115+116,24.9,
33,115,33+32+31+30+29+28+27+2+3+80+111+53+20+114+115,24.1,
33,114,33+32+31+30+29+28+27+2+3+80+111+53+20+114,14.9,
33,111,33+32+31+30+29+28+27+2+3+80+111,12.5,
33,78,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75+78,44.8,78.3
33,76,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75+76,44.8,78.3
33,75,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74+75,20,28.9
33,74,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73+74,20,28.9
33,73,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72+73,18.7,26.6
33,72,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71+72,18.7,26.6
33,71,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69+71,16.7,23
33,70,33+32+48+38+15+14+13+12+11+10+9+8+67+68+70,22.9,34.7
33,69,33+32+48+38+15+14+13+12+11+10+9+8+67+68+69,16,21.8
33,68,33+32+48+38+15+14+13+12+11+10+9+8+67+68,15.6,21
33,67,33+32+48+38+15+14+13+12+11+10+9+8+67,15.6,21
33,65,33+32+31+30+29+28+27+2+3+80+64+65,13.6,17
